"LOCATION","Country","CRITERIA","Classification criteria","CUR","Measure","IND","Industry","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2011","2011","USD","US Dollar","0","Units",,,12477682,,
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2012","2012","USD","US Dollar","0","Units",,,17884627,,
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2013","2013","USD","US Dollar","0","Units",,,17305291,"E","Estimated value"
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2014","2014","USD","US Dollar","0","Units",,,21679224,"E","Estimated value"
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2015","2015","USD","US Dollar","0","Units",,,22406504,"E","Estimated value"
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2016","2016","USD","US Dollar","0","Units",,,14167439,,
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2017","2017","USD","US Dollar","0","Units",,,21964352,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","1999","1999","USD","US Dollar","0","Units",,,22108590,"E","Estimated value"
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2000","2000","USD","US Dollar","0","Units",,,20299668,"E","Estimated value"
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2001","2001","USD","US Dollar","0","Units",,,17481189,"E","Estimated value"
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2002","2002","USD","US Dollar","0","Units",,,20049458,"E","Estimated value"
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2003","2003","USD","US Dollar","0","Units",,,51418257,"E","Estimated value"
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2004","2004","USD","US Dollar","0","Units",,,75155698,"E","Estimated value"
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2005","2005","USD","US Dollar","0","Units",,,57802164,"E","Estimated value"
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2006","2006","USD","US Dollar","0","Units",,,71616073,"E","Estimated value"
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2007","2007","USD","US Dollar","0","Units",,,118953349,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2008","2008","USD","US Dollar","0","Units",,,121891633,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2009","2009","USD","US Dollar","0","Units",,,113425323,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2010","2010","USD","US Dollar","0","Units",,,138005520,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2011","2011","USD","US Dollar","0","Units",,,125263210,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2012","2012","USD","US Dollar","0","Units",,,119403651,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2013","2013","USD","US Dollar","0","Units",,,137070447,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2014","2014","USD","US Dollar","0","Units",,,132000466,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2015","2015","USD","US Dollar","0","Units",,,123373977,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2016","2016","USD","US Dollar","0","Units",,,141380273,"E","Estimated value"
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2017","2017","USD","US Dollar","0","Units",,,162732030,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2018","2018","USD","US Dollar","0","Units",,,167652995,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2019","2019","USD","US Dollar","0","Units",,,147783687,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","1999","1999","USD","US Dollar","0","Units",,,4963725,"E","Estimated value"
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2000","2000","USD","US Dollar","0","Units",,,2745059,"E","Estimated value"
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2001","2001","USD","US Dollar","0","Units",,,5301673,"E","Estimated value"
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2002","2002","USD","US Dollar","0","Units",,,6315718,"E","Estimated value"
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2003","2003","USD","US Dollar","0","Units",,,8368726,"E","Estimated value"
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2004","2004","USD","US Dollar","0","Units",,,3511105,"E","Estimated value"
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2005","2005","USD","US Dollar","0","Units",,,6768705,"E","Estimated value"
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2006","2006","USD","US Dollar","0","Units",,,8896838,"E","Estimated value"
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2007","2007","USD","US Dollar","0","Units",,,10748956,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2008","2008","USD","US Dollar","0","Units",,,16205300,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2009","2009","USD","US Dollar","0","Units",,,17243112,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2010","2010","USD","US Dollar","0","Units",,,14227906,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2011","2011","USD","US Dollar","0","Units",,,13707893,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2012","2012","USD","US Dollar","0","Units",,,12036410,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2013","2013","USD","US Dollar","0","Units",,,13698643,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2014","2014","USD","US Dollar","0","Units",,,18027601,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2015","2015","USD","US Dollar","0","Units",,,17598637,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2016","2016","USD","US Dollar","0","Units",,,37649325,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2017","2017","USD","US Dollar","0","Units",,,45389520,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2018","2018","USD","US Dollar","0","Units",,,49305754,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2019","2019","USD","US Dollar","0","Units",,,44379558,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2005","2005","USD","US Dollar","0","Units",,,308123487,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2006","2006","USD","US Dollar","0","Units",,,431373975,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2007","2007","USD","US Dollar","0","Units",,,374760589,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2008","2008","USD","US Dollar","0","Units",,,372020174,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2009","2009","USD","US Dollar","0","Units",,,326673338,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2010","2010","USD","US Dollar","0","Units",,,312694806,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2011","2011","USD","US Dollar","0","Units",,,328539725,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2012","2012","USD","US Dollar","0","Units",,,335395298,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2013","2013","USD","US Dollar","0","Units",,,284790117,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2014","2014","USD","US Dollar","0","Units",,,225002745,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2015","2015","USD","US Dollar","0","Units",,,217687471,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2016","2016","USD","US Dollar","0","Units",,,244277121,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D18","Printing and reproduction of recorded media","2017","2017","USD","US Dollar","0","Units",,,254838398,,
